ncpu        =        600
ndim        =          3
levelmin    =          9
levelmax    =         16
ngridmax    =     333333
nstep_coarse=        276
 
boxlen      =  0.100000000000000E+01
time        = -0.620249055244711E+01
aexp        =  0.123442315656970E+00
H0          =  0.720000000000000E+02
omega_m     =  0.259999990463257E+00
omega_l     =  0.740000009536743E+00
omega_k     =  0.000000000000000E+00
omega_b     =  0.469999983906746E-01
unit_l      =  0.249169412280883E+26
unit_d      =  0.134711289683650E-26
unit_t      =  0.651848004275630E+16
 
ordering type=hilbert                                                                         
   DOMAIN   ind_min                 ind_max
       1   0.000000000000000E+00   0.500608637337600E+13
       2   0.500608637337600E+13   0.806361654886400E+13
       3   0.806361654886400E+13   0.101049507512320E+14
       4   0.101049507512320E+14   0.153198463549440E+14
       5   0.153198463549440E+14   0.210598352650240E+14
       6   0.210598352650240E+14   0.259172755046400E+14
       7   0.259172755046400E+14   0.290622485299200E+14
       8   0.290622485299200E+14   0.337886188666880E+14
       9   0.337886188666880E+14   0.388639846563840E+14
      10   0.388639846563840E+14   0.447886739374080E+14
      11   0.447886739374080E+14   0.494434789621760E+14
      12   0.494434789621760E+14   0.539984239001600E+14
      13   0.539984239001600E+14   0.573766736281600E+14
      14   0.573766736281600E+14   0.615616523468800E+14
      15   0.615616523468800E+14   0.663906649374720E+14
      16   0.663906649374720E+14   0.712771045949440E+14
      17   0.712771045949440E+14   0.758469581864960E+14
      18   0.758469581864960E+14   0.798093171752960E+14
      19   0.798093171752960E+14   0.835141458984960E+14
      20   0.835141458984960E+14   0.862808598118400E+14
      21   0.862808598118400E+14   0.906580795064320E+14
      22   0.906580795064320E+14   0.954307172106240E+14
      23   0.954307172106240E+14   0.100516260478976E+15
      24   0.100516260478976E+15   0.104916219592704E+15
      25   0.104916219592704E+15   0.108928222363648E+15
      26   0.108928222363648E+15   0.111290815086592E+15
      27   0.111290815086592E+15   0.114153922494464E+15
      28   0.114153922494464E+15   0.118841644417024E+15
      29   0.118841644417024E+15   0.123593298018304E+15
      30   0.123593298018304E+15   0.127917031948288E+15
      31   0.127917031948288E+15   0.131670929833984E+15
      32   0.131670929833984E+15   0.134660725932032E+15
      33   0.134660725932032E+15   0.135712764592128E+15
      34   0.135712764592128E+15   0.137963308580864E+15
      35   0.137963308580864E+15   0.140563963445248E+15
      36   0.140563963445248E+15   0.145758355456000E+15
      37   0.145758355456000E+15   0.150906643415040E+15
      38   0.150906643415040E+15   0.156388181409792E+15
      39   0.156388181409792E+15   0.161183797608448E+15
      40   0.161183797608448E+15   0.165029051629568E+15
      41   0.165029051629568E+15   0.169533895606272E+15
      42   0.169533895606272E+15   0.174353157193728E+15
      43   0.174353157193728E+15   0.178809236094976E+15
      44   0.178809236094976E+15   0.183850068082688E+15
      45   0.183850068082688E+15   0.188900647632896E+15
      46   0.188900647632896E+15   0.193994898276352E+15
      47   0.193994898276352E+15   0.196121930498048E+15
      48   0.196121930498048E+15   0.197177976553472E+15
      49   0.197177976553472E+15   0.199071348293632E+15
      50   0.199071348293632E+15   0.202037658648576E+15
      51   0.202037658648576E+15   0.204535721099264E+15
      52   0.204535721099264E+15   0.208244436107264E+15
      53   0.208244436107264E+15   0.211019175559168E+15
      54   0.211019175559168E+15   0.215062132293632E+15
      55   0.215062132293632E+15   0.219372685623296E+15
      56   0.219372685623296E+15   0.222002203852800E+15
      57   0.222002203852800E+15   0.224106770354176E+15
      58   0.224106770354176E+15   0.226548368015360E+15
      59   0.226548368015360E+15   0.231933518807040E+15
      60   0.231933518807040E+15   0.236333020741632E+15
      61   0.236333020741632E+15   0.240090114686976E+15
      62   0.240090114686976E+15   0.244682927898624E+15
      63   0.244682927898624E+15   0.249363246874624E+15
      64   0.249363246874624E+15   0.253517608517632E+15
      65   0.253517608517632E+15   0.258567875592192E+15
      66   0.258567875592192E+15   0.261495562698752E+15
      67   0.261495562698752E+15   0.265160035926016E+15
      68   0.265160035926016E+15   0.270456171003904E+15
      69   0.270456171003904E+15   0.275079837515776E+15
      70   0.275079837515776E+15   0.279685183307776E+15
      71   0.279685183307776E+15   0.283635959726080E+15
      72   0.283635959726080E+15   0.287376461004800E+15
      73   0.287376461004800E+15   0.291669668790272E+15
      74   0.291669668790272E+15   0.295994645807104E+15
      75   0.295994645807104E+15   0.301075036897280E+15
      76   0.301075036897280E+15   0.305125886197760E+15
      77   0.305125886197760E+15   0.308667126493184E+15
      78   0.308667126493184E+15   0.311567126102016E+15
      79   0.311567126102016E+15   0.315008265224192E+15
      80   0.315008265224192E+15   0.319683146285056E+15
      81   0.319683146285056E+15   0.323290979631104E+15
      82   0.323290979631104E+15   0.327004844982272E+15
      83   0.327004844982272E+15   0.331283511115776E+15
      84   0.331283511115776E+15   0.334930861096960E+15
      85   0.334930861096960E+15   0.337472151093248E+15
      86   0.337472151093248E+15   0.341279409963008E+15
      87   0.341279409963008E+15   0.344867435708416E+15
      88   0.344867435708416E+15   0.347250740699136E+15
      89   0.347250740699136E+15   0.348315612872704E+15
      90   0.348315612872704E+15   0.350172502556672E+15
      91   0.350172502556672E+15   0.353510973505536E+15
      92   0.353510973505536E+15   0.356762767065088E+15
      93   0.356762767065088E+15   0.360236837765120E+15
      94   0.360236837765120E+15   0.362920728854528E+15
      95   0.362920728854528E+15   0.365603990536192E+15
      96   0.365603990536192E+15   0.367208437907456E+15
      97   0.367208437907456E+15   0.370778184876032E+15
      98   0.370778184876032E+15   0.373400749813760E+15
      99   0.373400749813760E+15   0.377469515333632E+15
     100   0.377469515333632E+15   0.382438167543808E+15
     101   0.382438167543808E+15   0.387147127324672E+15
     102   0.387147127324672E+15   0.390182427688960E+15
     103   0.390182427688960E+15   0.393769327263744E+15
     104   0.393769327263744E+15   0.397788890267648E+15
     105   0.397788890267648E+15   0.401812175192064E+15
     106   0.401812175192064E+15   0.407289164988416E+15
     107   0.407289164988416E+15   0.409858006319104E+15
     108   0.409858006319104E+15   0.413075296223232E+15
     109   0.413075296223232E+15   0.417730029158400E+15
     110   0.417730029158400E+15   0.421458588467200E+15
     111   0.421458588467200E+15   0.423308537364480E+15
     112   0.423308537364480E+15   0.427402563944448E+15
     113   0.427402563944448E+15   0.432110619852800E+15
     114   0.432110619852800E+15   0.435413753790464E+15
     115   0.435413753790464E+15   0.439516475162624E+15
     116   0.439516475162624E+15   0.442835650215936E+15
     117   0.442835650215936E+15   0.447606207545344E+15
     118   0.447606207545344E+15   0.452789662646272E+15
     119   0.452789662646272E+15   0.456914290868224E+15
     120   0.456914290868224E+15   0.461521616371712E+15
     121   0.461521616371712E+15   0.466511126855680E+15
     122   0.466511126855680E+15   0.470827921309696E+15
     123   0.470827921309696E+15   0.474683390558208E+15
     124   0.474683390558208E+15   0.476733396484096E+15
     125   0.476733396484096E+15   0.479079291682816E+15
     126   0.479079291682816E+15   0.481960346255360E+15
     127   0.481960346255360E+15   0.483892228259840E+15
     128   0.483892228259840E+15   0.486888951513088E+15
     129   0.486888951513088E+15   0.491966525603840E+15
     130   0.491966525603840E+15   0.495348269187072E+15
     131   0.495348269187072E+15   0.497724180922368E+15
     132   0.497724180922368E+15   0.500844504023040E+15
     133   0.500844504023040E+15   0.501900984188928E+15
     134   0.501900984188928E+15   0.504980041629696E+15
     135   0.504980041629696E+15   0.505897225224192E+15
     136   0.505897225224192E+15   0.507874436448256E+15
     137   0.507874436448256E+15   0.508512685785088E+15
     138   0.508512685785088E+15   0.509886794563584E+15
     139   0.509886794563584E+15   0.512702443159552E+15
     140   0.512702443159552E+15   0.516234164568064E+15
     141   0.516234164568064E+15   0.520690662899712E+15
     142   0.520690662899712E+15   0.524706773991424E+15
     143   0.524706773991424E+15   0.526374233473024E+15
     144   0.526374233473024E+15   0.527397361287168E+15
     145   0.527397361287168E+15   0.528812212486144E+15
     146   0.528812212486144E+15   0.531168237715456E+15
     147   0.531168237715456E+15   0.535536016031744E+15
     148   0.535536016031744E+15   0.538940260171776E+15
     149   0.538940260171776E+15   0.541026796175360E+15
     150   0.541026796175360E+15   0.546626007465984E+15
     151   0.546626007465984E+15   0.551005737058304E+15
     152   0.551005737058304E+15   0.553152166428672E+15
     153   0.553152166428672E+15   0.555828176224256E+15
     154   0.555828176224256E+15   0.559651150102528E+15
     155   0.559651150102528E+15   0.564961692614656E+15
     156   0.564961692614656E+15   0.570955321573376E+15
     157   0.570955321573376E+15   0.575516155314176E+15
     158   0.575516155314176E+15   0.580497830838272E+15
     159   0.580497830838272E+15   0.584289984970752E+15
     160   0.584289984970752E+15   0.590134462382080E+15
     161   0.590134462382080E+15   0.594151686537216E+15
     162   0.594151686537216E+15   0.598155380916224E+15
     163   0.598155380916224E+15   0.599716928684032E+15
     164   0.599716928684032E+15   0.602184345452544E+15
     165   0.602184345452544E+15   0.605888570195968E+15
     166   0.605888570195968E+15   0.611149905133568E+15
     167   0.611149905133568E+15   0.614414231273472E+15
     168   0.614414231273472E+15   0.617470238916608E+15
     169   0.617470238916608E+15   0.621066514857984E+15
     170   0.621066514857984E+15   0.625420705726464E+15
     171   0.625420705726464E+15   0.630054472122368E+15
     172   0.630054472122368E+15   0.633672998846464E+15
     173   0.633672998846464E+15   0.638603923292160E+15
     174   0.638603923292160E+15   0.644338895814656E+15
     175   0.644338895814656E+15   0.649505800192000E+15
     176   0.649505800192000E+15   0.653781649850368E+15
     177   0.653781649850368E+15   0.658864775102464E+15
     178   0.658864775102464E+15   0.663653632180224E+15
     179   0.663653632180224E+15   0.667122727124992E+15
     180   0.667122727124992E+15   0.671987613564928E+15
     181   0.671987613564928E+15   0.677265205624832E+15
     182   0.677265205624832E+15   0.681889291567104E+15
     183   0.681889291567104E+15   0.687323750596608E+15
     184   0.687323750596608E+15   0.692552116207616E+15
     185   0.692552116207616E+15   0.697411840245760E+15
     186   0.697411840245760E+15   0.702652807643136E+15
     187   0.702652807643136E+15   0.707211915427840E+15
     188   0.707211915427840E+15   0.711177227206656E+15
     189   0.711177227206656E+15   0.715658364977152E+15
     190   0.715658364977152E+15   0.719600731815936E+15
     191   0.719600731815936E+15   0.722664889298944E+15
     192   0.722664889298944E+15   0.726775827005440E+15
     193   0.726775827005440E+15   0.730507717378048E+15
     194   0.730507717378048E+15   0.733194190061568E+15
     195   0.733194190061568E+15   0.735443872120832E+15
     196   0.735443872120832E+15   0.740492174163968E+15
     197   0.740492174163968E+15   0.745875898892288E+15
     198   0.745875898892288E+15   0.751084524011520E+15
     199   0.751084524011520E+15   0.755116787367936E+15
     200   0.755116787367936E+15   0.759796525432832E+15
     201   0.759796525432832E+15   0.764504245796864E+15
     202   0.764504245796864E+15   0.769724409446400E+15
     203   0.769724409446400E+15   0.773334442704896E+15
     204   0.773334442704896E+15   0.774759302299648E+15
     205   0.774759302299648E+15   0.779103349243904E+15
     206   0.779103349243904E+15   0.783173327781888E+15
     207   0.783173327781888E+15   0.788620487163904E+15
     208   0.788620487163904E+15   0.793339465039872E+15
     209   0.793339465039872E+15   0.799422464131072E+15
     210   0.799422464131072E+15   0.804147342278656E+15
     211   0.804147342278656E+15   0.806793829679104E+15
     212   0.806793829679104E+15   0.811280248078336E+15
     213   0.811280248078336E+15   0.815190272638976E+15
     214   0.815190272638976E+15   0.815948556664832E+15
     215   0.815948556664832E+15   0.821656368971776E+15
     216   0.821656368971776E+15   0.827405837008896E+15
     217   0.827405837008896E+15   0.832849288626176E+15
     218   0.832849288626176E+15   0.837601185497088E+15
     219   0.837601185497088E+15   0.841138810388480E+15
     220   0.841138810388480E+15   0.846645665202176E+15
     221   0.846645665202176E+15   0.849024907214848E+15
     222   0.849024907214848E+15   0.853302778527744E+15
     223   0.853302778527744E+15   0.858534879166464E+15
     224   0.858534879166464E+15   0.863823435137024E+15
     225   0.863823435137024E+15   0.867809812807680E+15
     226   0.867809812807680E+15   0.870514625085440E+15
     227   0.870514625085440E+15   0.873095644577792E+15
     228   0.873095644577792E+15   0.876168848867328E+15
     229   0.876168848867328E+15   0.881365910290432E+15
     230   0.881365910290432E+15   0.885065319972864E+15
     231   0.885065319972864E+15   0.888470859939840E+15
     232   0.888470859939840E+15   0.891317146845184E+15
     233   0.891317146845184E+15   0.894513862148096E+15
     234   0.894513862148096E+15   0.898997451489280E+15
     235   0.898997451489280E+15   0.902949547016192E+15
     236   0.902949547016192E+15   0.908138538598400E+15
     237   0.908138538598400E+15   0.912224730218496E+15
     238   0.912224730218496E+15   0.913935817506816E+15
     239   0.913935817506816E+15   0.917642646913024E+15
     240   0.917642646913024E+15   0.923561850044416E+15
     241   0.923561850044416E+15   0.929167436677120E+15
     242   0.929167436677120E+15   0.933599878275072E+15
     243   0.933599878275072E+15   0.936958402494464E+15
     244   0.936958402494464E+15   0.941528788762624E+15
     245   0.941528788762624E+15   0.946063914303488E+15
     246   0.946063914303488E+15   0.950716738830336E+15
     247   0.950716738830336E+15   0.953435497168896E+15
     248   0.953435497168896E+15   0.958902770335744E+15
     249   0.958902770335744E+15   0.963931335360512E+15
     250   0.963931335360512E+15   0.966363499724800E+15
     251   0.966363499724800E+15   0.971354752942080E+15
     252   0.971354752942080E+15   0.975827525173248E+15
     253   0.975827525173248E+15   0.981353185148928E+15
     254   0.981353185148928E+15   0.985338327597056E+15
     255   0.985338327597056E+15   0.990455714021376E+15
     256   0.990455714021376E+15   0.993489236000768E+15
     257   0.993489236000768E+15   0.998114462793728E+15
     258   0.998114462793728E+15   0.100363800884019E+16
     259   0.100363800884019E+16   0.100905906287411E+16
     260   0.100905906287411E+16   0.101472678602342E+16
     261   0.101472678602342E+16   0.102022134733210E+16
     262   0.102022134733210E+16   0.102651109205606E+16
     263   0.102651109205606E+16   0.103210882695168E+16
     264   0.103210882695168E+16   0.103716509397811E+16
     265   0.103716509397811E+16   0.104189298055578E+16
     266   0.104189298055578E+16   0.104739255196058E+16
     267   0.104739255196058E+16   0.105333802821222E+16
     268   0.105333802821222E+16   0.105763428735386E+16
     269   0.105763428735386E+16   0.106388512571392E+16
     270   0.106388512571392E+16   0.106715846121882E+16
     271   0.106715846121882E+16   0.107140120104141E+16
     272   0.107140120104141E+16   0.107578015979930E+16
     273   0.107578015979930E+16   0.107916791119872E+16
     274   0.107916791119872E+16   0.108199153762304E+16
     275   0.108199153762304E+16   0.108637099497882E+16
     276   0.108637099497882E+16   0.109035472581427E+16
     277   0.109035472581427E+16   0.109525835186176E+16
     278   0.109525835186176E+16   0.110067519481446E+16
     279   0.110067519481446E+16   0.110395394936013E+16
     280   0.110395394936013E+16   0.111017042798182E+16
     281   0.111017042798182E+16   0.111426531019981E+16
     282   0.111426531019981E+16   0.111873127455130E+16
     283   0.111873127455130E+16   0.112450205646848E+16
     284   0.112450205646848E+16   0.112878562154906E+16
     285   0.112878562154906E+16   0.113302569379430E+16
     286   0.113302569379430E+16   0.113704009570714E+16
     287   0.113704009570714E+16   0.114068733532570E+16
     288   0.114068733532570E+16   0.114532300724634E+16
     289   0.114532300724634E+16   0.115027658093363E+16
     290   0.115027658093363E+16   0.115339694178304E+16
     291   0.115339694178304E+16   0.115749415603405E+16
     292   0.115749415603405E+16   0.116130330548634E+16
     293   0.116130330548634E+16   0.116681200369664E+16
